29.62962962962963,12.06030150753769
59.25925925925927,31.155778894472363
89.91060025542785,49.24623115577889
119.54022988505747,78.39195979899495
150.19157088122606,103.51758793969847
178.79948914431674,128.64321608040197
210.47254150702426,168.84422110552762
240.1021711366539,196.98492462311555
269.7318007662835,231.15577889447235
300.38314176245206,255.2763819095477
331.0344827586207,275.37688442211055
358.62068965517244,305.5276381909548
391.3154533844189,339.6984924623116
419.9233716475096,382.91457286432166
448.53128991060026,421.10552763819095
480.20434227330776,457.28643216080394
510.85568326947646,453.2663316582914
540.485312899106,452.26130653266324
570.1149425287357,442.2110552763818
599.7445721583653,428.1407035175879
630.3959131545339,424.12060301507535
660.0255427841635,423.11557788944714
691.6985951468712,422.11055276381916
720.3065134099617,417.08542713567834
749.9361430395913,414.07035175879406
780.5874840357599,414.0703517587939
