1.021711366538953,11.055276381909547
28.607918263090674,23.115577889447234
61.302681992337156,52.26130653266331
89.91060025542785,93.46733668341707
119.54022988505744,146.73366834170852
150.19157088122606,174.8743718592965
179.8212005108557,210.0502512562814
209.45083014048532,244.2211055276382
239.0804597701149,291.4572864321608
269.7318007662835,332.66331658291455
298.33971902937424,360.80402010050256
330.0127713920818,393.9698492462312
359.6424010217114,413.0653266331658
389.272030651341,441.2060301507538
419.9233716475096,448.24120603015075
450.5747126436782,446.2311557788944
480.20434227330793,438.1909547738693
508.81226053639847,432.1608040201004
539.463601532567,426.13065326633154
570.1149425287357,419.0954773869346
599.7445721583653,417.08542713567834
625.2873563218391,417.08542713567834
649.8084291187739,414.07035175879395
675.3512132822478,413.06532663316585
699.8722860791827,412.0603015075376
725.4150702426565,410.0502512562813
748.9144316730524,409.0452261306533
775.4789272030652,407.03517587939683
