% Model:              all_models_oak_case_sol1.mph
% Version:            COMSOL 4.3.2.164
% Date:               Sep 24 2015, 14:18
% Table:              5400tempsOak - 
% Time                   Tv (K)                   Tst (K), Point: 32       Tc (K), Point: 35        Tl (K), Point: 36        Tw (K), Point: 37        Tsa (K)
0                        293.28295886499075       295.01152061912705       293.16177607407917       294.1198872259833        296.09948602814836       295.7320600813054
0.05                     337.17686110289463       401.68896937380185       298.83150531252915       411.4725440458184        383.86683219734465       393.57514129587236
0.1                      372.11069257919945       444.4544418416277        320.3906177928111        458.76348694269757       414.01993937557484       430.90747583220605
0.15000000000000002      401.69860803846785       476.1950960871463        345.05333767974304       491.92846205922973       436.5130500753135        459.16159250987886
0.2                      427.3279409010528        501.7248062079355        368.79479285911594       517.536476079299         455.86408644980014       482.56726375552466
0.25                     449.9586176765407        523.2748631575142        390.84640050921564       538.5533385164367        473.4276990741184        502.8097187422414
0.30000000000000004      470.1936324630257        541.9382097397385        411.26168582861936       556.3666417609106        489.5985101615178        520.6644363786107
0.35000000000000003      488.40441360932584       558.2948789749045        430.1794886909013        571.6887091846136        504.54453897762585       536.5540717067012
0.4                      504.9313567558431        572.838253203907         447.751866150987         585.1155111342921        518.4129824593807        550.8514621380896
0.45                     520.0256427843966        585.8987741012292        464.1134745553625        597.035868747973         531.3153055666684        563.8189873098241
0.5                      533.8971645776898        597.7319167927061        479.39152744667575       607.7420333609331        543.3536116832418        575.668462560553
0.55                     546.7452921395623        608.5672900970566        493.71833250072405       617.4894670044538        554.6331924370502        586.596023292739
0.6000000000000001       558.6444093802181        618.485350437771         507.14909609313554       626.3639795874694        565.1992590112696        596.6728860196531
0.65                     569.664822516288         627.5630352186803        519.7350047744059        634.4482995533458        575.093543265554         605.9666990019834
0.7000000000000001       579.9504730842735        635.9544005776585        531.5862584402906        641.904475033248         584.4046258063102        614.6140873043811
0.75                     589.5115695950137        643.6698627696329        542.7114856582291        648.7428899204399        593.1394588808448        622.6244728056888
0.8                      598.4862530216124        650.8528959326859        553.2234311839147        655.1095332100589        601.3888895568197        630.1266802455916
0.8500000000000001       606.8716094059744        657.499200171399         563.1219942021562        660.9983882943051        609.1527078613587        637.1172656212699
0.9                      614.7541926600768        663.6964730631382        572.4818124986176        666.495811734006         616.4907999840304        643.675676990296
0.9500000000000001       622.1653575256183        669.4750009700028        581.3329306969148        671.6294344272712        623.427082599146         649.8297860655989
1                        629.1355328468507        674.864909591331         589.7030184425836        676.4278786593997        629.9836663536012        655.6070912658863
1                        629.1355328468507        674.864909591331         589.7030184425836        676.4278786593997        629.9836663536012        655.6070912658863
1.1                      642.0594468411158        684.7717903257105        605.3010689484216        685.282478395171         642.1961461836169        666.301777867589
1.2                      653.6024564698522        693.489195834924         619.3536307013165        693.1225836718075        653.1902054603393        675.8266250493792
1.3                      663.9931349844148        701.2324743827654        632.0931509865626        700.1359705057167        663.1523247996772        684.3814706107601
1.4                      673.2998976657647        708.0646028349712        643.5919588439909        706.3760179655609        672.1392176805997        692.0252801802285
1.5                      681.701950388324         714.1526109708797        654.0356439568128        711.9865171311627        680.2981321455727        698.9136949366136
1.6                      689.3163282353289        719.6021214269214        663.5517164956393        717.0550172394704        687.7297682419215        705.1465845454746
1.7000000000000002       696.1838257630951        724.4502728793808        672.1840017450984        721.6126691971455        694.4687742366245        710.7589362393429
1.8                      702.4688241511465        728.8434010908994        680.1143847810949        725.7798510263009        700.6584355975376        715.8902675565176
1.9                      708.176020040624         732.7837839530586        687.3504576127204        729.5579280167783        706.3044573561002        720.5439327313084
2                        713.4873973068397        736.4282669830079        694.0998608601632        733.0748407154597        711.5696702417747        724.8727457637061
2.1                      718.3394992096521        739.7221590428784        700.2901914226381        736.2859769828607        716.3972961072723        728.8234212829011
2.2                      722.7323257491096        742.66546013267          705.9214493001449        739.1913368189815        720.7873349525929        732.3959592889048
2.3                      726.8282195631696        745.3937786756265        711.1831316081278        741.9017933172861        724.8893411390768        735.7257108787003
2.4000000000000004       730.5710640281746        747.8602392055479        716.0097352943601        744.3790212187614        728.6516185386927        738.7658895354932
2.5                      733.9413950871113        750.0485829617472        720.3785406178621        746.6097274030383        732.0562363436597        741.5002673507105
2.6                      737.0182766766806        752.023635168671         724.3827964056323        748.6472990267348        735.1762751211993        743.9944987360675
2.7                      739.9101602608605        753.8743161453943        728.1504114388724        750.5649668891504        738.1119789878726        746.3386414011972
2.8                      742.5307097673399        755.5298381789643        731.579560058587         752.3044333947063        740.7835455787962        748.4610021789515
2.9000000000000004       744.8799251961426        756.99020126938          734.6702422647759        753.8656985434029        743.19097489397          750.361581069332
3                        747.1121534349908        758.3776942340755        737.6077099048698        755.3511744809784        745.4791742239792        752.1677774174071
3.1                      749.1544550355277        759.6345272529081        740.3044188258652        756.7124644724996        747.5796649749833        753.8193863296115
3.2                      750.9996998191272        760.7550510955527        742.7518111696           757.9448375064848        749.4857530380892        755.3105224906835
3.3000000000000003       752.6982801642315        761.7776347023587        745.0114323208678        759.081235149831         751.2454911111521        756.6825430378636
3.4000000000000004       754.2930153243207        762.7348808086732        747.1355784305123        760.1496484071815        752.8997103814971        757.9705898277494
3.5                      755.743620937317         763.5961167546251        749.0750492694629        761.1237433358248        754.4099968600025        759.1416013946982
