% Model:              all_models_oak_case_sol1.mph
% Version:            COMSOL 4.3.2.164
% Date:               Sep 24 2015, 14:17
% Table:              20000tempsOak - 
% Time                   Tv (K)                   Tst (K), Point: 6        Tc (K), Point: 9         Tl (K), Point: 10        Tw (K), Point: 11        Tsa (K)
0                        293.1860845469847        294.09859851252946       293.15070429687586       293.27067208968896       293.4301595146126        294.18865942158936
0.05                     305.3339308698714        388.14903069096266       293.15034924755207       376.9111298776763        378.16830403211145       386.3849270816964
0.1                      315.6236383850276        419.4794790500468        293.1534119298719        413.23668470661875       407.01191720514146       415.9625387769069
0.15000000000000002      324.9647825199202        441.29744651145705       293.1712088167856        438.8510401165243        426.7037782371661        436.4056047064376
0.2                      333.6246768056655        458.2815401584223        293.24311033409236       458.85775698392473       441.77106509629647       452.22641420709294
0.25                     341.76320115604506       472.4112593233228        293.4521346890317        475.4900114720741        454.13158337071184       465.3273483212634
0.30000000000000004      349.4737273706269        484.57613336211506       293.88977414018166       489.76966856473615       464.6438413394239        476.56134489850007
0.35000000000000003      356.8115212381433        495.2246936629167        294.62000166475633       502.2189008331605        473.7449485714598        486.3586244815702
0.4                      363.826697566863         504.7277821955682        295.68825148259776       513.2732011799529        481.7872241783188        495.0749695223787
0.45                     370.55592098538955       513.3236372155626        297.10661307073946       523.2156583259422        488.9971394223982        502.93864027819643
0.5                      377.02993733338934       521.1886349065882        298.8598463248182        532.2583318436326        495.54025312878133       510.1184007981001
0.55                     383.2782595555153        528.4749859761441        300.91300568075076       540.5862250304797        501.558604133696         516.7596738249138
0.6000000000000001       389.3122354645048        535.2338522596833        303.24070206990604       548.2617988362042        507.102411598512         522.9112344326927
0.65                     395.14253426727186       541.5145562446864        305.8210302358318        555.3452131196814        512.219632878816         528.6201240744236
0.7000000000000001       400.7915537676129        547.412769703983         308.60167035112283       561.9547712701866        516.9988940901029        533.9778992535543
0.75                     406.26098182427194       552.9346107291167        311.57794085253386       568.0980930375306        521.4460892707446        538.9903909512992
0.8                      411.57317394690494       558.1662173932299        314.6913495452435        573.8820791272267        525.6433316166823        543.7397969049583
0.8500000000000001       416.72800850411403       563.103904559304         317.94147678547256       579.3024712924606        529.5870845227361        548.2225781311569
0.9                      421.74012422517274       567.7983722210892        321.2890296360171        584.4227685050156        533.3255210731031        552.4870837872338
0.9500000000000001       426.61541585593216       572.2657531529843        324.7190904971561        589.2634997873091        536.8740272302418        556.5485753187979
1                        431.35931124345774       576.522809022566         328.21752048693986       593.8458121287684        540.2485564841529        560.4229785541073
1                        431.35931124345774       576.522809022566         328.21752048693986       593.8458121287684        540.2485564841529        560.4229785541073
1.1                      440.5130608832955        584.5599784330133        335.28829163786236       602.4313950788237        546.6213697092294        567.7548980910325
1.2                      449.2174747480179        591.9469123598373        342.4712044487131        610.2266507179313        552.4791911376598        574.5171419534703
1.3                      457.5215044135036        598.7943556109165        349.67860297271346       617.3721329014237        557.9278713755552        580.8119767913939
1.4                      465.4410648007678        605.1337665717617        356.890119418793         623.9082464539305        562.9949013606483        586.6678546762352
1.5                      473.0160700803597        611.049914426453         364.0442325390746        629.9431737373137        567.7581009377282        592.162325892772
1.6                      480.27577859714495       616.5950592832204        371.1136334305602        635.5429935285961        572.2630411451152        597.3414557775224
1.7000000000000002       487.2300863696748        621.7877249709218        378.08760877006165       640.7311984146189        576.5260495032744        602.2217513249176
1.8                      493.9218051287239        626.7000083670185        384.9353935415056        645.5988316988619        580.6068671904336        606.8658689359404
1.9                      500.35385928055007       631.3331983471077        391.66241144459326       650.1470267449641        584.504332447747         611.2741626691684
2                        506.57826309760935       635.765253656022         398.25141723754706       654.4728013408694        588.2770090063163        615.5123664701538
2.1                      512.5768794995308        639.9689905237743        404.7084242378834        658.5423259368873        591.9044760268982        619.5575592867236
2.2                      518.3497084863625        643.9444089503642        411.0334324456023        662.3556005330175        595.3867335094923        623.4097411189026
2.3                      523.9481016809236        647.7602992043218        417.22856588490345       665.9962318212711        598.7701274799277        627.125168292203
2.4000000000000004       529.3543084804147        651.3928827044184        423.29309034900103       669.435319659815         602.038637609118         630.6843948059859
2.5                      534.5621720861666        654.8339118470992        429.22675117818926       672.6628400312271        605.1867072441303        634.0806758127405
2.6                      539.5977982839729        658.1168451931483        435.0335753881163        675.7192270062687        608.235535336328         637.3412343972036
2.7                      544.496996202373         661.2875776226228        440.7190868087327        678.6599437245488        611.2142003429848        640.5034122793252
2.8                      549.2312589000255        664.309573126326         446.2788880279169        681.4408370740796        614.0995534775462        643.5374824520559
2.9000000000000004       553.8005863770226        667.1828317042574        451.712979045669         684.0619070548612        616.8915947400125        646.4434449153646
3                        558.2603941345179        669.9731188270747        457.04028932207154       686.6008507638701        619.6287721795992        649.2743296813613
3.1                      562.5844945626021        672.6493558172612        462.25187339410905       689.0209510150702        622.2929164665538        652.005076446691
3.2                      566.770327697664         675.2085045859795        467.3468568001406        691.3186185285446        624.8822514623043        654.6332354472803
3.3000000000000003       570.8377860309702        677.6724191419473        472.33512453022445       693.5191089202016        627.4086188700983        657.1764164891813
3.4000000000000004       574.8037725479255        680.0596692047354        477.22507602703024       695.643882312577         629.8820807847844        659.6495829214064
3.5                      578.6523849165369        682.352784378494         482.0088090932307        697.6727490181389        632.2931707855366        662.0386572222361
3.6                      582.3842596861344        684.5524173510829        486.68671306693346       699.6064454039223        634.6422271767002        664.3441692691757
3.7                      586.0353518329322        686.6954346762925        491.28077940095847       701.4865645752567        636.9483588097297        666.5960487711825
3.8000000000000003       589.5855973615567        688.7612636701622        495.778736180462         703.2898962853762        639.2009023510232        668.7775940195319
3.9000000000000004       593.0349962720856        690.749904332692         500.1805834054438        705.0164405342808        641.3998578005807        670.8888050142152
4                        596.4075655615851        692.6838026387577        504.50378011020507       706.6906553333066        643.556954735251         672.9483596470318
4.1                      599.7146619695826        694.5735724501197        508.75658201888194       708.3241059609819        645.6777396330943        674.9650899942459
4.2                      602.942185459264         696.4060360548098        512.9287391812479        709.9024334674057        647.7553262267027        676.9280305317544
4.300000000000001        606.0901360306689        698.1811934528276        517.0202515973027        711.4256378525779        649.789714516076         678.83718125955
4.4                      609.158513683737         699.8990446441735        521.0311192670464        712.8937191164988        651.7809045012142        680.6925421776385
4.5                      612.1473184185346        701.5595896288472        524.9613421904793        714.3066772591679        653.7288961821174        682.4941132860193
